id,X,T,D,U,P,L,H,A,Y
698,0,1,1,0,1,1,0,1,0
699,1,1,1,1,1,1,1,1,1
700,3,2,2,2,1,2,2,2,2
701,3,0,0,0,0,1,0,0,1
702,1,2,1,1,2,1,2,1,1
703,3,0,1,1,0,1,1,0,1
704,3,2,2,1,1,2,2,1,2
705,1,0,1,0,0,1,0,1,1
706,2,0,0,0,1,1,1,0,0
707,2,1,2,1,1,1,1,1,2
708,1,1,0,1,0,1,1,1,1
709,0,1,0,1,1,1,1,1,0
710,0,2,1,0,2,2,2,2,1
711,1,1,0,0,1,2,1,1,0
712,1,1,2,1,1,0,1,2,2
713,2,1,2,0,1,1,1,0,1
714,1,1,1,1,1,1,1,1,1
715,1,2,2,2,2,2,2,2,2
716,2,2,2,2,2,2,2,2,1
717,2,0,0,0,0,0,0,0,1
718,1,1,1,1,1,2,0,1,1
719,0,0,0,1,0,0,0,0,0
720,0,1,1,0,1,0,1,1,1
721,2,1,1,1,1,1,1,2,1
722,3,1,2,2,1,2,1,1,2
723,2,1,1,2,1,1,1,1,2
724,0,0,0,0,0,0,0,0,0
725,0,2,1,1,2,2,2,1,1
726,3,0,1,1,0,0,0,0,1
727,1,0,0,0,0,0,0,0,0
728,3,0,0,0,0,0,0,1,1
729,0,1,1,0,0,0,1,1,1
730,3,2,2,1,2,1,2,1,2
731,0,1,0,0,1,1,1,1,1
732,2,0,1,1,1,1,0,1,0
733,1,2,2,1,2,1,2,2,2
734,0,1,0,0,1,1,1,1,1
735,1,1,1,1,1,1,2,2,1
736,1,0,1,1,0,0,0,0,0
737,0,0,0,0,0,0,0,1,0
738,1,0,0,0,0,0,0,1,0
739,0,1,0,0,1,1,1,1,1
740,2,0,0,1,0,1,0,1,1
741,3,1,2,1,1,1,1,1,2
742,1,1,1,0,1,1,1,0,1
743,1,1,0,1,1,1,1,0,0
744,2,1,0,1,1,1,1,0,1
745,3,0,1,1,0,0,0,0,1
746,0,0,0,0,0,0,0,0,0
747,0,2,1,1,1,1,2,1,1
748,1,2,1,1,2,1,2,2,1
749,3,0,1,1,0,0,0,0,1
750,2,1,1,1,1,0,1,2,1
751,0,1,1,0,1,1,1,2,0
752,1,2,1,1,2,2,2,1,1
753,3,1,2,1,1,1,1,0,1
754,0,1,0,0,1,1,0,0,0
755,0,0,0,0,1,0,0,1,0
756,3,0,1,1,0,0,0,0,1
757,0,1,0,0,1,1,0,0,0
758,2,1,1,1,1,1,1,0,1
759,2,0,1,1,0,0,0,1,1
760,3,1,1,1,1,1,1,1,1
761,3,0,1,1,0,0,0,1,0
762,1,2,2,0,2,2,2,2,1
763,1,2,1,2,2,2,1,1,2
764,3,2,2,2,2,2,2,1,2
765,2,0,1,1,0,0,0,1,1
766,3,1,1,2,1,0,1,0,1
767,0,2,1,2,2,2,1,2,1
768,3,1,1,2,1,1,1,0,1
769,1,0,0,0,0,0,0,0,0
770,0,1,1,0,1,0,1,1,1
771,2,1,2,0,1,1,1,0,1
772,1,1,1,0,0,0,0,0,1
773,2,0,0,1,0,1,0,1,1
774,1,1,1,0,1,1,1,1,1
775,1,2,2,1,1,2,2,2,2
776,2,1,2,1,0,1,1,0,2
777,3,1,2,2,0,1,1,1,2
778,1,0,1,0,0,1,1,1,0
779,2,0,0,2,0,0,1,1,1
780,0,1,1,1,1,0,1,0,0
781,0,1,1,0,1,1,1,1,1
782,1,2,1,1,1,1,1,1,2
783,0,1,1,0,1,1,1,1,1
784,2,1,1,1,1,1,1,0,1
785,2,2,2,1,2,2,2,1,2
786,1,1,0,0,1,1,2,2,1
787,3,2,2,2,2,2,2,2,2
788,3,2,2,2,2,2,2,2,2
789,3,0,1,2,0,0,0,1,1
790,1,1,1,1,2,1,1,1,1
791,2,2,1,2,2,1,2,2,2
792,1,0,1,0,0,0,0,0,1
793,0,0,0,0,0,1,0,0,0
794,3,1,1,1,1,1,0,1,1
795,1,1,1,2,0,0,1,1,1
796,1,2,2,2,2,2,2,2,2
797,1,1,0,1,1,0,1,1,0
798,1,2,2,1,2,2,2,1,2
799,2,1,2,1,1,1,1,2,1
800,1,1,1,2,1,0,0,1,1
801,0,2,1,1,1,2,2,2,1
802,3,1,2,1,1,2,1,0,1
803,2,1,1,1,0,0,0,2,1
804,3,1,2,1,1,1,0,2,1
805,3,0,1,1,0,0,0,0,1
806,2,1,1,1,1,0,0,1,1
807,3,0,1,1,0,1,0,1,1
808,1,1,1,1,1,2,0,1,1
809,0,0,0,0,0,0,0,1,0
810,2,0,1,0,0,0,0,0,1
811,2,1,1,1,1,1,1,1,1
812,0,1,0,0,0,1,1,0,0
813,3,1,2,1,1,2,1,1,2
814,1,1,1,2,1,1,1,1,2
815,3,1,1,1,0,2,1,1,2
816,2,2,2,1,2,2,2,2,2
817,0,0,0,0,0,0,0,1,0
818,1,2,2,1,2,1,1,2,1
819,0,0,0,0,0,0,0,0,0
820,1,0,1,0,0,0,0,0,0
821,2,2,2,2,1,1,2,2,2
822,3,0,0,1,0,0,0,1,1
823,3,1,2,1,2,1,1,0,2
824,0,1,1,0,1,1,1,2,1
825,2,1,1,1,2,1,0,0,1
826,2,1,1,2,1,1,1,1,1
827,1,2,1,1,2,1,1,1,1
828,0,1,1,0,1,1,1,2,1
829,2,1,1,1,1,1,1,1,1
830,0,2,1,1,2,2,2,2,1
831,3,1,2,0,1,1,1,0,1
832,0,1,1,0,1,1,1,0,1
833,3,1,1,2,1,1,1,1,1
834,3,2,2,2,1,1,1,1,2
835,1,1,1,1,0,1,0,0,0
836,2,2,2,1,2,2,2,1,2
837,1,1,0,1,2,1,1,1,1
838,3,2,2,1,2,1,2,2,2
839,2,1,1,1,1,1,1,1,1
840,0,0,1,0,0,1,0,0,0
841,1,1,1,1,2,0,1,2,1
842,2,2,2,2,2,1,2,1,2
843,1,0,1,0,1,0,1,0,0
844,1,2,2,1,2,2,2,1,2
845,1,2,2,1,1,2,2,1,2
846,1,1,1,0,0,1,1,1,1
847,2,2,1,2,2,1,2,2,2
848,2,1,1,1,1,1,1,1,1
849,1,1,0,1,0,1,1,1,0
850,1,1,0,0,1,1,1,1,0
851,1,0,0,0,0,0,0,0,0
852,2,1,1,1,1,1,1,2,1
853,1,1,1,2,1,0,1,1,1
854,1,0,0,1,0,0,1,0,0
855,2,2,1,2,2,2,2,2,1
856,1,1,1,0,1,1,0,2,1
857,2,1,2,1,2,1,1,1,1
858,2,2,2,2,2,2,2,1,2
859,3,1,2,1,1,1,1,1,2
860,0,1,0,0,1,0,0,2,0
861,0,2,1,1,2,2,2,1,1
862,1,1,1,0,0,1,1,1,0
863,3,2,1,1,2,2,1,2,2
864,1,1,1,0,1,1,1,1,1
865,0,1,1,1,1,1,1,1,1
866,1,1,1,1,1,1,2,1,1
867,1,1,0,1,1,1,1,1,1
868,3,2,2,1,2,2,1,2,2
869,0,1,2,0,1,1,1,1,1
870,2,0,0,0,1,0,0,0,0
871,0,0,0,0,0,0,0,0,0
872,2,2,2,1,2,2,2,2,2
873,3,2,2,2,2,2,2,1,2
874,3,2,1,2,2,2,2,1,2
875,0,0,0,0,0,0,0,1,0
876,0,1,1,0,1,1,1,2,1
877,0,2,1,1,2,2,2,1,1
878,0,2,2,1,2,1,1,1,1
879,0,2,1,1,2,2,1,1,1
880,1,0,1,0,0,0,0,0,0
881,1,2,1,1,2,2,2,2,1
882,0,1,0,0,1,1,1,1,0
883,3,2,2,2,2,1,2,1,2
884,2,1,2,1,1,1,1,0,1
885,3,1,2,2,0,1,0,1,1
886,2,0,0,0,0,0,0,1,1
887,2,1,1,2,1,1,0,0,1
888,0,0,0,0,1,0,0,0,0
889,1,2,1,1,2,1,2,1,1
890,2,1,1,1,0,2,1,2,1
891,0,1,1,0,1,0,1,1,1
892,2,0,1,1,0,0,0,1,1
893,2,1,0,1,2,1,0,0,1
894,1,1,1,2,1,2,1,1,1
895,3,2,2,2,2,2,2,2,1
896,3,2,2,2,2,1,2,1,2
897,2,1,1,2,1,2,1,1,1
898,3,1,1,1,1,1,0,1,1
899,3,0,0,1,0,0,1,0,0
900,0,1,1,0,1,1,1,0,1
901,0,1,0,1,0,0,0,2,1
902,0,0,0,0,0,0,1,0,0
903,0,1,1,1,1,1,1,2,1
904,3,1,2,1,1,1,1,1,1
905,1,2,2,1,1,2,2,1,1
906,0,0,0,0,0,0,0,0,0
907,1,0,0,0,0,0,0,0,0
908,3,0,0,0,0,0,0,0,0
909,1,1,1,1,1,1,1,1,1
910,1,1,1,0,0,0,0,0,1
911,2,1,0,1,1,1,1,1,1
912,1,1,0,1,1,0,0,1,1
913,1,1,0,1,1,1,1,1,1
914,2,1,2,1,1,1,1,1,2
915,1,1,0,0,1,1,1,1,1
916,3,0,1,2,0,1,0,0,1
917,2,1,1,0,1,0,1,0,1
918,0,1,0,1,1,0,1,1,1
919,3,1,1,1,1,1,1,1,1
920,0,1,1,0,1,1,1,1,1
921,2,0,1,0,0,0,0,0,0
922,2,2,1,1,1,2,2,2,2
923,0,1,1,1,1,1,0,2,1
924,1,1,1,1,0,1,1,1,1
925,3,2,2,2,2,2,2,1,2
926,1,0,0,1,0,0,0,1,0
927,0,0,0,0,0,0,0,0,0
928,3,1,2,2,1,1,0,0,1
929,1,0,0,0,0,0,0,0,1
930,1,0,0,0,0,0,0,0,0
931,3,2,2,2,2,1,2,2,2
932,2,0,1,0,0,0,0,0,0
933,2,2,1,1,2,2,2,2,1
934,3,2,2,2,2,1,2,2,2
935,0,1,1,1,1,1,2,1,1
936,3,1,1,2,1,1,0,2,1
937,2,0,0,1,0,0,0,0,1
938,2,2,1,1,2,2,1,2,1
939,2,2,2,1,2,2,2,1,2
940,2,1,1,1,1,1,1,1,1
941,2,0,1,1,0,0,0,0,1
942,3,2,2,2,2,2,2,1,2
943,1,2,1,1,1,1,2,2,1
944,1,0,0,1,0,0,0,0,0
945,1,2,2,1,2,2,2,1,2
946,2,2,2,0,2,2,2,2,2
947,1,0,0,1,0,0,0,1,0
948,3,0,1,0,0,1,0,0,0
949,2,0,1,0,0,0,0,0,1
950,3,1,1,2,1,0,1,2,1
951,2,1,1,1,1,1,1,0,1
952,3,0,0,1,0,0,0,1,1
953,1,1,1,0,2,1,1,2,1
954,3,1,1,1,1,1,0,1,1
955,2,1,1,1,1,1,1,2,1
956,0,2,1,1,2,2,1,2,1
957,1,0,0,0,0,0,0,0,0
958,1,2,2,1,2,2,2,0,2
959,2,0,1,0,0,0,0,0,1
960,1,0,0,0,0,1,0,0,0
961,1,2,1,1,2,2,1,1,1
962,3,1,2,1,1,0,1,0,2
963,3,1,1,2,1,1,0,1,1
964,1,2,1,1,2,2,1,1,2
965,0,2,2,0,2,1,2,2,1
966,1,2,1,1,2,1,2,1,1
967,1,1,1,0,0,0,0,1,0
968,0,1,0,0,1,1,1,1,1
969,2,1,1,1,1,0,1,1,1
970,1,1,1,1,1,1,2,0,1
971,2,0,0,0,0,0,0,1,0
972,3,1,2,2,1,1,1,1,2
973,1,2,1,1,2,2,2,2,2
974,0,2,0,1,2,2,1,2,1
975,2,1,1,1,1,1,0,0,2
976,0,1,1,0,1,0,1,1,1
977,2,1,1,1,1,0,0,1,1
978,1,1,0,1,0,1,1,1,1
979,3,2,1,2,2,2,2,1,1
980,2,1,2,1,0,0,0,1,1
981,2,0,0,1,0,0,1,1,0
982,1,1,1,1,1,0,1,1,1
983,1,2,0,1,2,2,1,2,1
984,3,2,2,1,2,2,2,1,2
985,2,1,1,0,1,1,1,1,1
986,0,2,1,0,2,2,1,2,1
987,0,2,1,1,2,1,1,1,1
988,2,1,1,1,1,1,0,1,1
989,3,2,2,2,2,1,2,1,2
990,3,0,1,1,0,0,1,0,1
991,0,2,1,1,2,2,2,1,1
992,3,2,1,1,1,1,2,2,2
993,2,1,2,1,1,1,1,1,1
994,3,2,2,2,2,2,2,2,2
995,3,1,1,1,1,1,1,0,1
996,0,2,2,0,2,2,1,2,1
997,0,1,1,0,1,1,1,1,1
998,3,1,1,2,1,1,1,0,2
999,3,0,1,1,0,0,0,0,1
1000,2,2,1,2,2,2,2,2,2
1001,3,1,1,1,1,1,2,1,1
1002,1,2,1,1,2,2,1,2,1
1003,3,1,2,2,2,1,1,1,1
1004,0,1,0,1,0,1,1,1,1
1005,0,2,1,1,2,2,2,2,1
1006,0,2,2,1,2,1,2,1,1
1007,1,1,1,1,1,1,1,1,1
1008,2,1,1,1,2,1,2,1,1
1009,1,2,2,1,2,1,1,2,2
1010,0,1,1,2,0,2,1,1,1
1011,3,2,2,2,2,2,2,2,2
1012,1,1,1,1,2,1,1,0,1
1013,3,0,1,1,0,0,0,0,1
1014,1,0,0,1,0,1,0,1,0
1015,2,2,2,2,1,1,2,2,2
1016,2,1,0,1,0,1,0,1,1
1017,2,1,1,1,1,0,1,0,1
1018,1,1,1,0,1,2,1,1,1
1019,2,0,0,1,0,0,0,0,1
1020,0,1,1,0,2,1,0,1,1
1021,1,1,1,2,1,1,0,1,1
1022,1,2,1,1,1,1,2,2,1
1023,3,1,1,2,1,0,1,0,2
1024,1,2,1,2,2,1,2,1,2
1025,0,1,1,0,1,0,1,2,1
1026,2,2,1,2,2,1,1,2,2
1027,1,1,1,1,1,1,1,1,1
1028,1,1,1,0,1,1,2,0,0
1029,3,2,2,1,2,2,2,1,2
1030,2,0,0,1,0,0,0,0,1
1031,1,2,1,1,2,2,2,2,2
1032,2,0,1,0,0,1,0,0,0
1033,3,0,1,1,0,0,0,0,1
1034,3,1,1,1,1,2,0,1,1
1035,3,1,1,0,1,1,1,0,1
1036,2,1,2,2,1,1,1,0,1
1037,2,1,1,0,1,2,1,0,0
1038,1,1,2,0,1,1,1,1,2
1039,0,1,1,0,1,1,1,1,0
1040,1,0,0,0,0,0,0,0,0
1041,1,2,1,1,2,2,1,1,1
1042,1,0,0,0,1,0,0,0,0
1043,0,1,0,0,1,0,1,0,0
1044,3,2,2,2,2,2,2,2,2
1045,0,1,0,1,1,0,0,1,1
1046,0,1,1,1,0,1,1,1,1
1047,1,1,1,1,1,1,1,1,1
1048,1,1,0,0,1,1,0,1,0
1049,0,1,0,0,1,1,1,1,0
1050,2,0,1,1,0,0,0,0,1
1051,0,1,0,0,0,1,2,1,0
1052,1,1,1,2,2,1,1,0,2
1053,0,1,1,1,1,1,1,0,1
1054,2,2,1,1,1,2,1,2,1
1055,2,1,2,1,1,1,1,1,1
1056,1,0,0,0,0,0,1,1,0
1057,0,1,0,0,1,1,1,1,0
1058,1,2,1,1,2,2,2,1,2
1059,3,1,1,2,1,1,1,2,1
1060,2,1,2,0,1,0,1,0,1
1061,0,2,0,1,2,1,2,2,1
1062,1,1,2,1,2,1,0,0,1
1063,2,1,1,1,1,1,1,1,1
1064,2,2,2,2,2,1,2,2,2
1065,0,2,1,1,2,2,1,2,1
1066,2,0,0,1,0,0,1,0,0
1067,0,1,0,1,1,1,1,1,1
1068,0,1,1,1,1,2,1,2,1
1069,2,0,1,0,0,0,0,0,1
1070,1,0,1,0,0,0,1,0,0
1071,2,2,1,2,2,2,2,1,2
1072,3,1,1,2,1,2,0,1,1
1073,1,2,1,2,1,2,2,2,2
1074,3,0,0,0,0,0,0,0,1
1075,2,0,0,0,0,0,1,1,0
1076,3,2,2,1,2,2,2,1,2
1077,3,1,2,1,1,1,2,0,1
1078,0,0,0,0,0,0,0,1,0
1079,1,1,0,1,1,0,1,1,1
1080,3,1,1,2,1,0,1,1,2
1081,3,1,2,2,1,1,1,1,1
1082,3,2,2,1,2,1,2,2,2
1083,3,1,1,1,1,1,1,0,1
1084,3,1,2,1,1,1,0,1,2
1085,0,1,1,0,1,0,1,1,1
1086,2,0,1,1,0,0,0,0,1
1087,0,2,1,1,2,2,1,1,1
1088,2,1,2,0,1,1,0,1,0
1089,3,1,2,1,0,1,1,1,1
1090,2,1,2,1,1,1,1,1,1
1091,3,1,2,1,1,1,1,1,2
1092,2,1,1,1,1,0,1,0,1
1093,1,2,1,1,2,2,2,1,1
1094,3,1,1,1,1,0,1,2,1
1095,0,1,0,1,1,1,0,0,0
1096,2,0,0,0,0,0,0,0,1
1097,3,0,1,0,0,0,0,0,1
1098,0,1,1,0,0,1,0,2,0
1099,2,1,0,2,1,1,1,1,2
1100,0,0,1,1,1,0,0,0,1
1101,3,2,2,2,2,2,2,1,2
1102,3,1,0,2,1,1,1,1,0
1103,2,1,1,1,2,0,1,1,1
1104,3,2,2,2,2,2,2,2,2
1105,2,0,0,0,0,1,0,1,0
1106,0,2,1,1,2,2,2,2,1
1107,1,1,0,1,1,1,1,0,0
1108,3,1,1,1,1,1,1,1,1
1109,1,1,1,0,1,1,1,1,0
1110,1,0,1,0,0,0,0,1,0
1111,2,1,1,2,1,1,1,1,2
1112,2,1,0,1,1,1,1,1,1
1113,1,0,1,1,0,0,1,1,1
1114,1,1,0,2,1,1,0,1,1
1115,3,1,2,0,1,1,1,2,2
1116,0,2,1,0,1,1,2,1,1
1117,1,0,0,0,0,1,0,0,0
1118,0,1,2,1,1,1,0,0,1
1119,1,0,1,0,1,0,0,0,0
1120,0,1,0,0,0,0,1,1,0
1121,1,1,1,0,1,0,1,1,1
1122,0,1,1,0,1,1,1,0,1
1123,2,1,1,1,0,1,1,1,1
1124,0,2,1,2,2,2,1,1,2
1125,0,1,0,0,1,1,1,0,0
1126,0,2,1,1,2,1,2,2,1
1127,0,1,1,1,1,1,1,2,1
1128,3,0,1,1,0,0,0,0,1
1129,2,1,0,1,1,1,1,1,1
1130,2,0,1,1,0,0,0,0,0
1131,1,2,1,1,2,1,2,2,1
1132,0,0,0,1,0,0,0,0,0
1133,2,2,1,1,2,2,2,2,2
1134,2,1,1,0,1,1,1,1,1
1135,2,1,2,2,1,1,1,0,1
1136,2,1,0,0,1,0,1,0,1
1137,2,1,2,0,1,1,1,2,1
1138,1,1,0,0,1,1,1,1,1
1139,0,1,0,0,1,1,1,2,0
1140,0,1,1,1,1,1,1,0,1
1141,0,2,1,1,2,2,1,2,1
1142,1,1,1,1,1,1,1,0,1
1143,2,2,2,2,2,2,2,2,2
1144,3,0,1,0,0,0,0,0,0
1145,1,2,2,2,2,2,2,2,2
1146,1,1,1,2,2,1,0,1,1
1147,3,1,1,2,1,1,1,1,1
1148,2,2,2,2,2,2,2,2,2
1149,1,0,1,0,0,0,0,0,0
1150,3,0,0,1,0,0,0,0,1
1151,2,1,1,1,1,2,1,1,1
1152,0,1,1,0,1,2,1,1,1
1153,3,0,0,1,0,0,0,0,1
1154,2,1,1,1,1,1,0,1,1
1155,0,1,0,1,1,1,1,1,0
1156,1,1,0,0,1,1,1,1,0
1157,2,0,1,1,0,1,0,0,0
1158,3,1,1,2,0,1,1,1,2
1159,1,2,2,1,2,2,2,2,2
1160,1,1,0,1,1,1,1,1,1
1161,2,1,0,0,1,1,1,0,0
1162,2,2,1,2,1,2,2,1,1
1163,2,1,1,0,1,1,0,1,1
1164,1,0,1,0,0,0,1,0,0
1165,0,1,1,1,1,1,1,0,1
1166,3,1,1,2,0,0,0,1,2
1167,3,1,0,2,1,2,1,0,1
1168,3,2,2,2,2,2,2,2,2
1169,0,1,0,0,1,1,1,1,0
1170,2,0,1,1,0,0,0,0,1
1171,1,1,0,1,1,1,1,2,1
1172,3,0,1,1,0,0,0,1,1
1173,2,1,1,1,1,1,1,1,1
1174,2,1,1,1,1,1,1,1,1
1175,2,0,0,0,0,0,0,0,1
1176,3,0,1,1,0,1,0,0,0
1177,0,1,1,0,0,1,1,0,0
1178,3,1,1,2,1,1,1,1,1
1179,1,0,1,0,0,0,0,1,0
1180,1,1,1,1,1,1,1,0,1
1181,1,2,1,1,2,1,2,1,1
1182,3,0,2,1,0,0,0,0,1
1183,0,2,2,1,2,2,1,1,1
1184,1,1,1,1,1,1,1,1,2
1185,3,1,1,1,1,1,0,1,1
1186,1,2,2,1,2,2,2,2,2
1187,0,2,1,1,2,2,1,2,1
1188,0,2,1,1,1,1,2,2,2
1189,3,2,2,2,2,2,2,2,2
1190,3,0,1,0,0,0,0,0,1
1191,2,0,1,0,0,0,0,0,0
1192,1,1,1,2,1,1,1,1,1
1193,0,2,2,1,2,2,2,1,2
1194,2,0,0,1,0,0,0,1,0
1195,3,1,2,1,1,1,1,1,1
1196,0,1,1,0,1,1,1,1,1
1197,0,1,0,0,1,1,1,1,1
1198,1,0,0,1,0,0,0,0,1
1199,1,1,1,1,1,0,0,0,1
1200,1,1,1,0,0,0,1,1,1
1201,1,0,0,0,0,0,0,0,0
1202,0,1,1,0,1,1,1,2,0
1203,3,0,1,1,0,0,0,0,0
1204,0,1,1,0,0,2,1,1,1
1205,2,1,1,1,0,1,1,1,1
1206,3,1,2,2,1,1,1,1,1
1207,1,1,0,0,1,1,0,1,0
1208,3,1,1,1,1,1,1,1,1
1209,3,0,0,0,0,0,0,0,0
1210,0,2,1,1,2,2,2,1,1
1211,0,2,2,2,2,2,1,2,2
1212,0,2,1,0,2,2,2,2,1
1213,0,1,1,0,0,1,1,1,1
1214,1,1,1,1,1,1,1,1,0
1215,0,2,1,1,2,1,2,1,1
1216,0,1,0,0,1,1,1,1,1
1217,2,1,1,1,0,0,1,1,1
1218,2,2,1,1,2,2,1,2,2
1219,3,1,2,1,1,1,1,1,1
1220,1,2,1,0,1,2,2,1,1
1221,1,1,1,0,1,1,0,0,1
1222,2,1,1,1,1,1,1,0,1
1223,2,0,1,1,0,0,1,0,0
1224,3,0,1,2,0,0,0,0,1
1225,2,1,0,0,1,1,1,1,1
1226,3,1,1,1,1,0,1,0,2
1227,0,2,2,1,1,1,2,2,1
1228,3,1,2,2,1,1,1,1,2
1229,1,1,1,2,1,1,1,2,1
1230,3,0,2,1,0,0,0,0,1
1231,0,1,1,1,1,1,1,0,1
1232,2,0,1,1,0,0,0,0,1
1233,2,1,1,2,1,1,1,1,1
1234,2,0,0,0,0,0,0,0,0
1235,0,1,1,0,1,1,1,1,0
1236,0,1,1,1,1,0,0,1,1
1237,0,2,1,0,2,2,2,2,1
1238,0,2,2,1,2,2,1,2,1
1239,2,1,2,1,1,1,1,1,1
1240,2,0,1,1,1,0,0,0,1
1241,1,1,1,0,1,0,1,1,1
1242,3,1,1,2,0,2,1,0,1
1243,1,1,1,0,1,1,1,1,1
1244,1,2,2,1,1,1,2,1,1
1245,0,2,1,1,1,2,1,1,1
1246,0,1,1,0,1,1,2,1,0
1247,3,1,2,1,1,1,2,1,2
1248,0,1,1,0,1,0,1,1,1
1249,0,2,1,1,1,2,2,2,1
1250,3,0,1,2,0,1,0,0,1
1251,3,2,2,1,2,2,2,1,1
1252,0,1,1,1,1,2,1,1,0
1253,2,0,0,1,0,0,0,0,0
1254,0,2,1,1,2,2,2,2,1
1255,2,1,1,1,0,0,1,1,1
1256,1,1,1,1,1,1,1,1,1
1257,1,1,1,1,1,1,1,0,1
1258,2,1,1,2,1,1,0,1,1
1259,3,1,1,1,1,1,2,0,1
1260,3,0,1,1,0,0,0,0,1
1261,0,0,0,0,0,0,1,0,0
1262,0,0,0,0,0,1,0,1,0
1263,3,1,1,2,1,1,1,2,1
1264,2,2,2,1,2,2,1,1,2
1265,1,0,0,1,1,0,0,1,1
1266,2,1,1,1,0,1,0,1,1
1267,3,2,2,2,2,2,2,2,2
1268,1,1,0,1,1,1,0,0,1
1269,0,0,0,0,0,0,1,0,0
1270,2,0,0,1,1,1,0,0,1
1271,3,0,1,1,0,1,0,0,0
1272,3,0,2,1,0,0,0,0,1
1273,2,0,1,1,0,0,0,0,1
1274,0,0,0,1,0,0,0,0,1
1275,1,1,1,0,1,0,1,0,1
1276,1,2,1,0,1,2,1,1,1
1277,2,1,1,2,1,0,0,1,1
1278,0,1,0,0,1,1,1,1,0
1279,0,2,1,1,2,2,2,2,1
1280,2,2,2,2,2,1,2,1,2
1281,0,0,0,0,0,0,0,1,0
1282,3,0,0,1,0,0,0,0,1
1283,1,2,2,1,2,1,2,1,2
1284,3,1,1,2,1,1,1,1,1
1285,0,2,1,0,2,2,1,2,1
1286,1,0,0,0,0,0,0,0,1
1287,3,2,2,2,2,1,2,2,2
1288,1,1,0,0,1,0,2,0,1
1289,0,0,0,1,0,1,0,0,0
1290,2,2,2,2,2,1,2,2,2
1291,2,0,1,0,0,0,0,0,1
1292,1,0,0,0,0,1,1,0,0
1293,3,2,2,2,2,2,2,1,2
1294,0,1,1,0,1,0,1,1,0
1295,2,0,1,0,0,0,0,0,1
1296,2,0,0,1,0,0,0,0,0
1297,3,1,1,1,1,1,1,0,1
1298,3,0,2,0,0,1,0,0,1
1299,3,1,2,1,1,2,2,0,2
1300,3,1,2,2,1,1,0,1,1
1301,0,2,0,1,2,2,1,1,1
1302,3,1,2,1,0,2,1,0,2
1303,0,1,1,0,1,1,2,1,1
1304,1,1,0,1,1,1,1,1,1
1305,1,2,0,1,2,2,1,2,1
1306,1,1,2,1,1,1,1,0,1
1307,0,2,1,1,2,2,1,1,1
1308,0,1,1,0,1,1,1,2,1
1309,1,1,1,1,1,1,1,1,1
1310,1,1,1,1,1,1,1,2,1
1311,0,1,0,0,1,1,1,1,0
1312,3,2,2,2,2,1,2,1,2
1313,0,1,1,0,1,1,1,1,1
1314,0,1,0,0,1,0,0,1,1
1315,3,1,2,2,1,2,1,1,2
1316,3,0,1,0,0,0,0,0,1
1317,3,1,1,1,1,1,0,0,2
1318,2,0,0,0,0,0,0,0,0
1319,2,2,1,2,2,2,2,2,1
1320,0,1,0,0,1,1,1,1,0
1321,3,2,1,2,1,1,1,1,2
1322,2,0,1,1,0,0,0,0,0
1323,3,1,1,1,1,1,1,2,1
1324,3,1,2,1,0,0,0,1,2
1325,3,1,1,1,1,0,1,1,1
1326,3,2,2,1,2,2,1,1,1
1327,0,0,0,0,0,0,0,0,0
1328,0,2,1,2,2,2,2,2,2
1329,2,1,2,1,1,0,1,1,1
1330,3,1,1,1,1,2,0,1,1
1331,3,1,1,2,1,1,0,0,1
1332,3,1,2,2,1,1,1,0,2
1333,3,0,2,1,0,0,0,1,1
1334,0,1,0,0,1,2,2,1,0
1335,3,2,2,2,2,2,1,1,2
1336,1,0,1,0,0,0,0,0,1
1337,0,1,0,1,1,0,1,1,0
1338,3,0,1,0,1,1,1,1,0
1339,2,1,1,2,1,1,1,1,2
1340,1,2,2,1,2,2,2,2,1
1341,1,0,1,1,0,1,0,0,1
1342,1,2,2,1,2,2,1,2,2
1343,2,1,1,2,1,1,0,1,2
1344,2,1,2,1,1,1,1,1,2
1345,1,0,0,0,0,0,1,0,0
1346,0,1,1,0,2,1,1,0,1
1347,1,1,0,1,0,1,1,1,1
1348,1,1,1,1,1,1,1,1,0
1349,3,1,1,1,1,1,0,1,1
1350,1,2,1,1,1,0,1,2,1
1351,1,2,1,1,2,2,2,1,2
1352,2,1,2,0,1,1,2,1,1
1353,0,0,0,0,0,0,0,0,0
1354,2,2,1,2,2,2,2,1,2
1355,1,1,0,1,1,1,1,1,1
1356,2,1,0,1,1,1,1,0,1
1357,2,1,0,1,1,1,1,1,1
1358,1,2,1,1,2,2,2,2,1
1359,1,1,0,1,0,2,0,1,1
1360,3,0,2,0,0,0,1,1,2
1361,3,1,1,2,1,0,2,1,2
1362,3,1,1,1,1,1,1,1,1
1363,2,1,0,1,2,2,1,0,1
1364,3,0,0,1,0,0,0,0,1
1365,3,2,2,2,1,1,2,1,2
1366,1,1,1,0,1,1,1,0,1
1367,3,1,2,1,1,1,1,1,1
1368,2,0,1,2,0,0,0,0,1
1369,3,1,1,1,1,1,0,1,1
1370,1,1,1,0,0,1,1,1,1
1371,1,1,1,2,1,1,1,1,2
1372,1,1,1,1,1,1,1,1,1
1373,0,1,0,1,1,1,1,0,1
1374,2,1,1,1,1,1,1,0,1
1375,3,2,2,2,2,2,2,2,2
1376,3,2,2,2,2,2,2,2,2
1377,1,2,1,2,2,2,2,2,2
