id,split,is_identity
2141,train,False
2142,train,False
2143,train,False
2144,train,False
2145,train,False
2146,train,False
2147,train,False
2148,train,False
2149,test,False
2150,train,False
2151,train,True
2152,train,True
2153,train,False
2154,train,False
2155,test,False
2156,train,False
2157,train,False
2158,train,False
2159,train,False
2160,train,False
2161,train,False
2162,train,True
2163,train,False
2164,train,True
2165,train,False
2166,train,False
2167,train,True
2168,train,False
2169,train,False
2170,train,False
2171,train,False
2172,test,True
2173,train,False
2174,train,False
2175,test,False
2176,train,False
2177,train,False
2178,test,False
2179,train,True
2180,train,True
2181,train,False
2182,train,False
2183,train,True
2184,train,False
2185,test,False
2186,train,False
2187,train,False
2188,train,False
2189,train,False
2190,train,True
2191,test,True
2192,test,False
2193,train,False
2194,train,False
2195,test,False
2196,train,False
2197,train,False
2198,test,True
2199,test,False
2200,test,False
2201,test,False
2202,train,False
2203,train,False
2204,train,True
2205,train,False
2206,train,False
2207,test,False
2208,train,False
2209,test,False
2210,train,False
2211,train,False
2212,train,False
2213,train,True
2214,train,False
2215,train,True
2216,train,True
2217,train,False
2218,test,False
2219,train,True
2220,train,False
2221,train,False
2222,train,True
2223,test,False
2224,train,True
2225,train,True
2226,train,True
2227,train,False
2228,train,True
2229,train,True
2230,train,False
2231,train,False
2232,train,True
2233,train,False
2234,test,False
2235,train,False
2236,train,True
2237,test,True
2238,test,False
2239,train,False
2240,train,True
2241,train,True
2242,test,False
2243,train,False
2244,train,False
2245,train,False
2246,train,False
2247,train,False
2248,train,False
2249,train,False
2250,test,False
2251,train,True
2252,test,False
2253,train,False
2254,train,True
2255,test,False
2256,train,True
2257,train,False
2258,train,False
2259,train,False
2260,test,False
2261,train,False
2262,train,False
2263,train,False
2264,train,True
2265,train,True
2266,test,False
2267,train,False
2268,train,False
2269,train,False
2270,train,True
2271,train,False
2272,train,False
2273,train,False
2274,train,False
2275,train,False
2276,test,True
2277,train,False
2278,train,False
2279,train,False
2280,train,True
2281,test,False
2282,train,False
2283,train,True
2284,train,False
2285,train,False
2286,test,True
2287,train,True
2288,test,False
2289,test,True
2290,train,False
2291,train,False
2292,train,False
2293,train,False
2294,train,False
2295,train,False
2296,train,False
2297,train,False
2298,train,False
2299,test,False
2300,train,True
2301,train,False
2302,train,False
2303,test,True
2304,train,False
2305,train,False
2306,train,False
2307,train,False
2308,train,False
2309,test,False
2310,train,False
2311,train,False
2312,test,False
2313,test,False
2314,train,False
2315,train,True
2316,train,True
2317,test,True
2318,train,False
2319,test,True
2320,test,False
2321,train,True
2322,test,False
2323,train,False
2324,train,False
2325,train,False
2326,test,True
2327,train,False
2328,train,False
2329,train,True
2330,train,False
2331,train,True
2332,train,False
2333,test,False
2334,train,False
2335,train,False
2336,test,False
2337,test,True
2338,test,False
2339,train,False
2340,train,True
2341,test,True
2342,train,True
2343,train,True
2344,train,False
2345,test,False
2346,train,False
2347,train,False
2348,test,False
2349,test,False
2350,train,False
2351,train,False
2352,train,False
2353,train,True
2354,train,True
2355,train,False
2356,train,True
2357,train,True
2358,train,True
2359,test,False
2360,train,False
2361,train,False
2362,train,False
2363,train,False
2364,train,True
2365,train,False
2366,train,False
2367,train,False
2368,train,False
2369,test,True
2370,test,True
2371,train,False
2372,train,False
2373,test,False
2374,test,False
2375,train,True
2376,train,False
2377,train,True
2378,train,False
2379,train,False
2380,train,False
2381,train,False
2382,train,False
2383,test,False
2384,train,False
2385,train,False
2386,train,False
2387,test,False
2388,train,True
2389,train,False
2390,train,True
2391,train,False
2392,train,False
2393,train,False
2394,test,False
2395,train,False
2396,train,True
2397,train,True
2398,test,False
2399,train,False
2400,train,True
2401,train,False
2402,train,False
2403,test,False
2404,train,False
2405,train,False
2406,train,False
2407,train,True
2408,train,True
2409,train,False
2410,train,False
2411,train,False
2412,train,False
2413,train,False
2414,train,False
2415,train,False
2416,train,False
2417,train,False
2418,train,True
2419,train,False
2420,train,False
2421,train,False
2422,train,False
2423,train,False
2424,train,True
2425,train,False
2426,train,False
2427,train,True
2428,train,False
2429,train,False
2430,train,False
2431,train,True
2432,train,True
2433,train,False
2434,train,True
2435,train,False
2436,train,False
2437,train,True
2438,train,False
2439,train,True
2440,train,False
2441,train,False
2442,train,False
2443,test,True
2444,train,False
2445,train,True
2446,train,False
2447,train,True
2448,test,False
2449,test,True
2450,train,False
2451,train,True
2452,test,True
2453,test,False
2454,train,False
2455,train,True
2456,train,True
2457,train,True
2458,train,True
2459,train,True
2460,train,True
2461,test,True
2462,train,False
2463,test,False
2464,train,False
2465,train,False
2466,train,False
2467,train,False
2468,train,False
2469,train,False
2470,test,True
2471,train,False
2472,train,False
2473,train,False
2474,test,False
2475,train,False
2476,train,False
2477,test,False
2478,test,True
2479,test,False
2480,train,False
2481,test,True
2482,train,False
2483,train,False
2484,train,True
2485,train,True
2486,train,False
2487,train,False
2488,train,False
2489,test,True
2490,train,True
2491,train,False
2492,train,False
2493,train,False
2494,test,False
2495,test,False
2496,train,False
2497,train,True
2498,train,False
2499,train,True
2500,train,False
2501,train,True
2502,train,True
2503,train,False
2504,test,False
2505,train,False
2506,train,False
2507,train,False
2508,train,True
2509,train,False
2510,train,False
2511,train,False
2512,test,True
2513,train,False
2514,train,False
2515,train,False
2516,train,False
2517,train,True
2518,test,True
2519,train,False
2520,train,False
2521,train,False
2522,train,False
2523,train,False
2524,test,False
2525,train,False
2526,train,False
2527,test,False
2528,train,False
2529,train,False
2530,train,True
2531,train,False
2532,train,False
2533,train,False
2534,train,False
2535,train,False
2536,train,True
2537,train,True
2538,train,False
2539,train,False
2540,train,False
2541,train,False
2542,train,False
2543,train,True
2544,train,False
2545,train,False
2546,test,False
2547,train,False
2548,train,False
2549,train,False
2550,train,False
2551,train,False
2552,test,False
2553,train,False
2554,train,False
2555,train,False
2556,train,False
2557,test,False
2558,train,False
2559,train,False
2560,train,False
2561,train,True
2562,train,False
2563,train,False
2564,test,False
2565,train,True
2566,train,True
2567,train,True
2568,train,False
2569,train,False
2570,train,False
2571,test,False
2572,train,False
2573,test,False
2574,train,False
2575,test,False
2576,train,False
2577,train,False
2578,train,False
2579,train,False
2580,train,False
2581,train,True
2582,train,True
2583,train,False
2584,train,False
2585,train,False
2586,train,False
2587,train,False
2588,train,True
2589,train,False
2590,train,False
2591,train,False
2592,train,False
2593,test,True
2594,train,False
2595,train,False
2596,train,False
2597,train,False
2598,train,True
2599,train,False
2600,train,True
2601,train,False
2602,train,False
2603,train,False
2604,train,True
2605,train,True
2606,train,True
2607,train,True
2608,test,False
2609,train,False
2610,train,True
2611,test,False
2612,train,True
2613,train,True
2614,train,False
2615,test,False
2616,train,False
2617,train,True
2618,train,False
2619,test,False
2620,test,False
2621,test,True
2622,test,False
2623,train,True
2624,train,False
2625,train,False
2626,train,False
2627,train,False
2628,train,False
2629,train,False
2630,train,True
2631,test,False
2632,train,False
2633,test,False
2634,test,True
2635,train,False
2636,train,True
2637,train,False
2638,train,False
2639,train,False
2640,test,False
2641,train,True
2642,train,False
2643,test,False
2644,train,False
2645,train,False
2646,test,False
2647,train,True
2648,train,False
2649,train,True
2650,train,False
2651,test,False
2652,train,False
2653,train,False
2654,train,False
2655,train,False
2656,train,False
2657,train,False
2658,test,False
2659,test,False
2660,test,False
2661,train,False
2662,train,False
2663,train,False
2664,test,False
2665,train,False
2666,train,False
2667,test,True
2668,train,False
2669,train,False
2670,test,False
2671,train,False
2672,train,False
2673,train,False
2674,train,False
2675,test,False
2676,train,False
2677,train,True
2678,train,False
2679,train,False
2680,train,True
2681,train,False
2682,train,True
2683,train,False
2684,train,True
2685,train,False
2686,train,False
2687,test,False
2688,train,True
2689,test,False
2690,train,False
2691,train,True
2692,train,False
2693,train,False
2694,train,False
2695,train,False
2696,test,False
2697,train,False
2698,train,False
2699,test,True
2700,train,False
2701,test,False
2702,train,True
2703,train,False
2704,train,False
2705,train,True
2706,train,False
2707,train,True
2708,train,False
2709,train,True
2710,train,False
2711,test,True
2712,train,False
2713,test,False
2714,train,False
2715,train,False
2716,train,False
2717,test,True
2718,train,False
2719,train,False
2720,train,True
2721,train,False
2722,test,True
2723,train,False
2724,train,False
2725,train,False
2726,test,False
2727,train,False
2728,train,False
2729,train,False
2730,train,False
2731,train,True
2732,test,False
2733,test,False
2734,train,False
2735,train,False
2736,train,False
2737,train,False
2738,train,True
2739,train,True
2740,train,False
2741,train,False
2742,test,False
2743,train,False
2744,train,False
2745,test,False
2746,train,False
2747,train,False
2748,train,False
2749,train,False
2750,train,True
2751,test,False
2752,train,False
2753,train,True
2754,train,False
2755,train,False
2756,test,False
2757,train,True
2758,test,False
2759,train,False
2760,train,True
2761,train,False
2762,train,False
2763,train,False
2764,train,False
2765,test,False
2766,train,False
2767,train,False
2768,train,False
2769,train,False
2770,train,False
2771,train,False
2772,train,False
2773,test,True
2774,test,False
2775,train,False
2776,train,False
2777,train,False
2778,train,False
2779,train,False
2780,train,False
2781,train,False
2782,train,False
2783,train,True
2784,test,False
2785,train,True
2786,train,False
2787,train,False
2788,test,False
2789,train,True
2790,train,False
2791,train,False
2792,train,False
2793,train,False
2794,train,False
2795,test,False
2796,test,True
2797,test,True
2798,test,False
2799,train,False
2800,train,False
2801,train,True
2802,train,False
2803,train,False
2804,train,False
2805,train,False
2806,train,True
2807,train,True
2808,train,False
2809,train,False
2810,train,True
2811,test,False
2812,train,False
2813,train,True
2814,train,True
2815,train,False
2816,test,True
2817,train,True
2818,test,False
2819,train,False
2820,train,False
2821,train,True
2822,train,False
2823,train,True
2824,train,True
2825,train,False
2826,train,False
2827,test,False
2828,train,False
2829,train,False
2830,train,False
2831,test,True
2832,train,False
2833,test,True
2834,train,False
2835,train,False
2836,test,False
2837,train,False
2838,train,False
2839,test,False
2840,train,False
2841,train,False
2842,train,True
2843,train,False
2844,train,False
2845,train,False
2846,train,False
2847,test,False
2848,train,False
2849,train,False
2850,test,True
2851,train,False
2852,train,False
2853,train,False
2854,train,False
2855,train,False
2856,train,False
2857,train,False
2858,train,False
2859,train,False
2860,train,True
2861,train,False
2862,test,False
2863,train,False
2864,train,False
2865,train,False
2866,test,False
2867,train,False
2868,train,False
2869,train,True
2870,train,True
2871,test,False
2872,test,False
2873,train,True
2874,train,False
2875,test,False
2876,train,False
2877,train,False
2878,train,False
2879,train,False
2880,train,False
2881,test,False
2882,train,False
2883,train,False
2884,train,True
2885,test,False
2886,train,False
2887,train,True
2888,test,False
2889,train,False
2890,train,False
2891,train,False
2892,train,True
2893,test,False
2894,train,False
2895,train,False
2896,train,False
2897,train,False
2898,test,False
2899,test,True
2900,train,True
2901,train,False
2902,train,False
2903,train,False
2904,train,False
2905,train,True
2906,train,False
2907,train,False
2908,test,False
2909,train,False
2910,test,False
2911,train,False
2912,train,False
2913,train,True
2914,test,True
2915,train,False
2916,train,False
2917,train,True
2918,train,False
2919,train,False
2920,train,False
2921,test,False
2922,test,False
2923,train,False
2924,train,False
2925,train,True
2926,train,True
2927,test,False
2928,train,True
2929,train,False
2930,train,False
2931,train,False
2932,train,True
2933,train,False
2934,train,False
2935,test,True
2936,test,False
2937,train,False
2938,test,False
2939,test,False
2940,train,True
2941,train,False
2942,test,False
2943,train,True
2944,train,False
2945,train,False
2946,train,False
2947,train,False
2948,test,True
2949,test,False
2950,train,False
2951,train,False
2952,train,False
2953,test,False
2954,train,True
2955,train,False
2956,test,False
2957,train,True
2958,train,True
2959,train,True
2960,train,False
2961,train,False
2962,train,False
2963,train,False
2964,train,True
2965,train,False
2966,train,False
2967,train,False
2968,train,False
2969,train,False
2970,train,True
2971,train,False
2972,train,True
2973,test,False
2974,test,False
2975,train,False
2976,train,False
2977,train,False
2978,train,False
2979,train,False
2980,train,False
2981,train,False
2982,train,False
2983,train,False
2984,train,False
2985,train,False
2986,train,True
2987,train,False
2988,train,True
2989,test,False
2990,train,False
2991,train,False
2992,train,True
2993,test,False
2994,train,True
2995,test,False
2996,test,True
2997,train,True
2998,train,False
2999,train,False
3000,train,False
3001,train,False
3002,train,False
3003,train,False
3004,train,True
3005,train,False
3006,train,False
3007,train,True
3008,test,False
3009,train,False
3010,test,False
3011,train,False
3012,train,False
3013,train,False
3014,train,False
3015,train,False
3016,test,False
3017,train,False
3018,test,False
3019,train,True
3020,test,False
3021,train,True
3022,train,False
3023,train,False
3024,train,False
3025,train,False
3026,test,False
3027,train,False
3028,train,False
3029,test,False
3030,train,False
3031,train,True
3032,train,False
3033,train,True
3034,train,False
3035,train,False
3036,test,False
3037,train,True
3038,train,True
3039,train,False
3040,train,True
3041,train,False
3042,train,False
3043,train,False
3044,train,False
3045,test,False
3046,train,False
3047,test,True
3048,test,False
3049,test,False
3050,train,False
3051,train,False
3052,train,False
3053,train,False
3054,train,True
3055,train,False
3056,test,False
3057,train,True
3058,train,False
3059,train,False
3060,train,True
3061,train,True
3062,train,False
3063,train,True
3064,train,False
3065,test,False
3066,train,False
3067,train,False
3068,train,True
3069,train,False
3070,train,False
3071,test,False
3072,train,False
3073,train,True
3074,train,False
3075,test,True
3076,test,False
3077,train,False
3078,train,True
3079,test,False
3080,train,False
3081,train,False
3082,train,False
3083,train,False
3084,train,False
3085,train,False
3086,train,False
3087,train,False
3088,train,False
3089,train,True
3090,train,False
3091,train,False
3092,train,False
3093,train,True
3094,train,False
3095,train,True
3096,train,False
3097,train,False
3098,test,False
3099,train,False
3100,train,False
3101,train,False
3102,train,False
3103,train,True
3104,train,False
3105,train,False
3106,train,False
3107,test,False
3108,train,False
3109,train,True
3110,train,False
3111,test,False
3112,test,False
3113,train,True
3114,test,False
3115,train,False
3116,train,False
3117,train,False
3118,train,False
3119,train,True
3120,train,False
3121,train,False
3122,train,False
3123,train,False
3124,train,False
3125,train,True
3126,train,False
3127,train,False
3128,test,True
3129,train,False
3130,train,True
3131,train,False
3132,test,True
3133,train,False
3134,train,False
3135,train,False
3136,train,True
3137,test,False
3138,train,False
3139,train,False
3140,test,False
3141,train,False
3142,train,False
3143,train,True
3144,train,False
3145,train,True
3146,test,False
3147,test,False
3148,train,False
3149,train,False
3150,train,False
3151,train,True
3152,train,True
3153,test,True
3154,train,False
3155,train,False
3156,train,False
3157,test,False
3158,test,True
3159,train,False
3160,train,True
3161,train,True
3162,train,False
3163,test,False
3164,train,False
3165,test,True
3166,train,False
3167,test,False
3168,train,False
3169,train,False
3170,test,True
3171,train,False
3172,train,False
3173,train,False
3174,train,False
3175,train,True
3176,train,False
3177,train,False
3178,test,False
3179,test,True
3180,test,True
3181,train,True
3182,train,False
3183,train,False
3184,train,False
3185,train,False
3186,train,False
3187,train,False
3188,train,False
3189,train,True
3190,train,True
3191,train,True
3192,train,False
3193,train,False
3194,train,False
3195,train,False
3196,train,False
3197,train,False
3198,train,False
3199,train,False
3200,train,False
3201,test,True
3202,train,False
3203,train,False
3204,test,False
3205,test,False
3206,train,False
3207,train,False
3208,train,True
3209,test,True
3210,test,False
3211,test,True
3212,test,True
3213,train,False
3214,train,False
3215,train,False
3216,test,True
3217,train,False
3218,test,False
3219,train,False
3220,test,False
3221,train,False
3222,train,False
3223,train,True
3224,train,False
3225,test,False
3226,train,False
3227,test,False
3228,train,True
3229,train,False
3230,test,True
3231,train,False
3232,test,False
3233,train,True
3234,train,False
3235,train,False
3236,train,False
3237,train,False
3238,train,False
3239,train,False
3240,test,False
3241,train,False
3242,test,False
3243,train,False
3244,train,False
3245,train,True
3246,train,False
3247,train,True
3248,train,False
3249,train,False
3250,train,True
3251,train,False
3252,test,False
3253,train,False
3254,test,True
3255,train,True
3256,train,False
3257,train,False
3258,train,False
3259,train,False
3260,train,True
3261,train,False
3262,test,False
3263,train,False
3264,test,False
3265,train,False
3266,train,False
3267,train,True
3268,train,True
3269,train,False
3270,test,True
3271,train,False
3272,test,False
3273,train,True
3274,train,False
3275,train,False
3276,test,False
3277,train,False
3278,train,False
3279,test,False
3280,train,False
3281,train,True
3282,train,False
3283,train,False
3284,train,True
3285,train,True
3286,test,False
3287,test,False
3288,train,False
3289,train,False
3290,train,True
3291,train,False
3292,train,False
3293,train,False
3294,test,False
3295,test,False
3296,train,False
3297,train,True
3298,train,False
3299,train,True
3300,train,False
3301,train,False
3302,test,False
3303,test,False
3304,train,False
3305,train,False
3306,train,False
3307,train,False
3308,train,True
3309,train,False
3310,train,False
3311,train,False
3312,train,True
3313,train,False
3314,train,True
3315,test,False
3316,train,False
3317,train,False
3318,train,False
3319,train,False
3320,train,True
3321,test,False
3322,train,False
3323,train,False
3324,train,False
3325,test,True
3326,train,False
3327,train,True
3328,train,False
3329,train,False
3330,train,True
3331,train,True
3332,train,False
3333,train,False
3334,train,False
3335,train,False
3336,train,True
3337,train,False
3338,train,True
3339,train,True
3340,train,False
3341,train,False
3342,test,False
3343,test,False
3344,test,False
3345,train,True
3346,train,False
3347,train,False
3348,train,False
3349,test,False
3350,train,False
3351,train,False
3352,train,True
3353,train,False
3354,train,False
3355,test,False
3356,train,False
3357,train,False
3358,train,False
3359,train,False
3360,train,False
3361,train,False
3362,train,False
3363,train,False
3364,train,True
3365,train,False
3366,train,False
3367,test,False
3368,train,False
3369,train,False
3370,train,False
3371,train,True
3372,train,False
3373,train,False
3374,test,False
3375,test,True
3376,train,False
3377,train,False
3378,train,False
3379,train,True
3380,train,False
3381,train,True
3382,test,False
3383,train,True
3384,train,False
3385,test,True
3386,train,False
3387,test,False
3388,train,False
3389,test,True
3390,train,True
3391,test,False
3392,test,False
3393,train,True
3394,test,False
3395,train,False
3396,train,False
3397,train,False
3398,test,False
3399,train,True
3400,test,False
3401,test,False
3402,test,False
3403,train,False
3404,test,False
3405,train,False
3406,train,False
3407,train,False
3408,train,True
3409,train,True
3410,test,False
3411,train,False
3412,train,False
3413,test,True
3414,test,True
3415,train,False
3416,test,False
3417,train,False
3418,train,False
3419,test,False
3420,train,False
3421,train,True
3422,train,False
3423,test,False
3424,train,True
3425,train,False
3426,train,False
3427,test,True
3428,train,False
3429,train,False
3430,test,False
3431,train,False
3432,train,False
3433,train,True
3434,train,False
3435,test,False
3436,train,True
3437,train,False
3438,train,False
3439,train,False
3440,test,False
3441,train,True
3442,train,False
3443,train,True
3444,train,False
3445,train,False
3446,test,True
3447,train,False
3448,train,False
3449,test,False
3450,train,False
3451,train,False
3452,test,False
3453,train,False
3454,train,False
3455,train,True
3456,train,False
3457,train,True
3458,train,False
3459,train,True
3460,train,False
3461,test,False
3462,train,False
3463,train,False
3464,test,False
3465,test,False
3466,test,True
3467,train,False
3468,train,False
3469,train,False
3470,train,False
3471,train,True
3472,train,False
3473,test,True
3474,test,False
3475,train,True
3476,train,True
3477,train,False
3478,train,False
3479,train,False
3480,train,True
3481,train,False
3482,test,False
3483,train,False
3484,train,True
3485,train,True
3486,train,False
3487,train,False
3488,train,True
3489,train,False
3490,train,True
3491,train,False
3492,train,False
3493,train,True
3494,train,False
3495,train,False
3496,train,True
3497,train,False
3498,test,False
3499,test,False
3500,train,True
3501,train,True
3502,train,False
3503,train,True
3504,train,False
3505,test,False
3506,train,False
3507,train,False
3508,train,False
3509,test,False
3510,train,False
3511,train,True
3512,train,True
3513,test,False
3514,train,False
3515,train,False
3516,train,False
3517,train,False
3518,train,False
3519,train,False
3520,train,True
3521,train,True
3522,train,False
3523,train,False
3524,train,False
3525,train,False
3526,train,False
3527,train,True
3528,test,True
3529,train,False
3530,train,False
3531,train,True
3532,train,False
3533,train,False
3534,train,False
3535,train,True
3536,train,False
3537,train,False
3538,train,False
3539,test,False
3540,train,False
3541,train,False
3542,train,False
3543,train,False
3544,train,False
3545,train,True
3546,train,False
3547,train,False
3548,test,False
3549,train,True
3550,train,False
3551,train,True
3552,test,True
3553,train,False
3554,train,False
3555,test,True
3556,train,False
3557,train,False
3558,train,False
3559,train,False
3560,train,False
3561,test,False
3562,train,True
3563,train,False
3564,train,False
3565,train,False
3566,train,True
3567,train,False
3568,train,False
3569,test,False
3570,train,False
3571,train,False
3572,train,False
3573,test,False
3574,train,False
3575,train,False
3576,train,False
3577,train,True
3578,test,False
3579,train,False
3580,train,True
3581,train,False
3582,train,False
3583,test,False
3584,train,True
3585,test,False
3586,train,False
3587,train,False
3588,train,False
3589,train,True
3590,test,True
3591,train,False
3592,train,False
3593,train,False
3594,train,False
3595,train,False
3596,train,False
3597,test,False
3598,test,True
3599,train,False
3600,train,False
3601,train,True
3602,test,True
3603,train,False
3604,train,False
3605,train,False
3606,train,True
3607,train,True
3608,train,False
3609,train,True
3610,train,True
3611,train,False
3612,train,False
3613,train,False
3614,test,False
3615,train,False
3616,test,True
3617,train,False
3618,test,True
3619,train,False
3620,train,False
3621,train,False
3622,train,False
3623,train,False
3624,train,False
3625,train,False
3626,test,False
3627,train,False
3628,train,False
3629,train,False
3630,train,False
3631,train,False
3632,train,False
3633,train,True
3634,train,False
3635,train,False
3636,test,True
3637,train,True
3638,train,True
3639,train,False
3640,train,True
3641,train,False
3642,train,True
3643,train,True
3644,train,False
3645,train,True
3646,train,False
3647,test,False
3648,train,False
3649,train,True
3650,train,True
3651,train,False
3652,test,False
3653,train,False
3654,train,False
3655,test,False
3656,train,False
3657,train,False
3658,train,False
3659,train,True
3660,train,False
3661,train,False
3662,test,False
3663,train,False
3664,train,False
3665,train,False
3666,test,False
3667,train,False
3668,train,True
3669,test,False
3670,train,False
3671,test,True
3672,train,False
3673,train,False
3674,train,True
3675,train,True
3676,test,False
3677,train,False
3678,test,False
3679,train,True
3680,train,True
3681,train,False
3682,train,False
3683,test,False
3684,train,False
3685,train,False
3686,test,False
3687,test,False
3688,test,False
3689,train,False
3690,train,False
3691,train,False
3692,train,False
3693,train,True
3694,train,False
3695,train,True
3696,train,False
3697,train,True
3698,train,True
3699,train,False
3700,train,False
3701,train,False
3702,train,False
3703,train,True
3704,train,False
3705,train,False
3706,train,False
3707,train,True
3708,train,False
3709,train,False
3710,train,False
3711,train,False
3712,train,False
3713,train,False
3714,test,False
3715,train,False
3716,train,False
3717,train,False
3718,test,True
3719,test,False
3720,train,False
3721,train,False
3722,train,True
3723,train,True
3724,train,False
3725,train,False
3726,train,True
3727,train,False
3728,train,False
3729,train,False
3730,test,False
3731,test,False
3732,train,False
3733,train,True
3734,train,False
3735,train,False
3736,train,False
3737,train,False
3738,train,False
3739,train,False
3740,train,False
3741,train,False
3742,train,False
3743,train,False
3744,test,True
3745,train,True
3746,train,False
3747,test,True
3748,train,False
3749,train,False
3750,test,False
3751,train,False
3752,train,False
3753,test,False
3754,train,False
3755,test,False
3756,test,False
3757,test,False
3758,train,False
3759,train,False
3760,train,False
3761,train,True
3762,train,False
3763,train,False
3764,test,True
3765,train,False
3766,train,True
3767,train,False
3768,train,False
3769,train,False
3770,test,False
3771,test,False
3772,train,True
3773,train,True
3774,test,False
3775,train,True
3776,train,True
3777,test,False
3778,train,False
3779,train,False
3780,train,True
3781,train,False
3782,train,False
3783,test,False
3784,train,False
3785,train,False
3786,train,False
3787,train,True
3788,train,False
3789,train,False
3790,train,False
3791,train,False
3792,test,False
3793,train,False
3794,train,False
3795,test,True
3796,train,False
3797,train,True
3798,train,False
3799,train,False
3800,train,False
3801,train,False
3802,train,False
3803,train,False
3804,test,True
3805,train,False
3806,train,True
3807,train,False
3808,train,False
3809,test,False
3810,train,False
3811,train,False
3812,test,False
3813,train,False
3814,train,False
3815,train,False
3816,train,False
3817,train,False
3818,test,True
3819,test,False
3820,train,True
3821,train,True
3822,train,False
3823,train,False
3824,train,False
3825,train,True
3826,train,False
3827,test,True
3828,train,False
3829,train,True
3830,train,True
3831,train,False
3832,train,True
3833,train,True
3834,train,False
3835,train,True
3836,train,False
3837,train,False
3838,test,True
3839,train,False
3840,train,False
3841,train,False
3842,test,False
3843,train,False
3844,train,False
3845,test,False
3846,train,False
3847,train,False
3848,train,False
3849,train,True
3850,train,False
3851,train,True
3852,train,False
3853,train,True
3854,train,False
3855,train,False
3856,train,False
3857,test,False
3858,test,True
3859,train,False
3860,train,False
3861,train,False
3862,train,False
3863,train,False
3864,train,False
3865,train,False
3866,train,False
3867,train,False
3868,train,True
3869,train,False
3870,train,True
3871,train,False
3872,train,False
3873,test,False
3874,test,False
3875,train,False
3876,train,False
3877,train,True
3878,test,True
3879,train,True
3880,train,False
3881,train,False
3882,test,False
3883,train,True
3884,train,False
3885,train,False
3886,test,False
3887,train,True
3888,train,False
3889,test,False
3890,train,False
3891,train,False
3892,train,False
3893,test,False
3894,train,False
3895,train,False
3896,train,True
3897,train,False
3898,test,False
3899,train,False
3900,test,True
3901,train,False
3902,train,True
3903,train,False
3904,train,False
3905,train,False
3906,train,False
3907,train,False
3908,test,False
3909,train,False
3910,test,False
3911,train,True
3912,train,False
3913,train,False
3914,train,False
3915,test,False
3916,train,False
3917,train,True
3918,train,False
3919,train,False
3920,train,True
3921,train,True
3922,test,True
3923,train,True
3924,train,False
3925,train,False
3926,train,True
3927,train,False
3928,test,False
3929,train,True
3930,test,False
3931,train,False
3932,test,False
3933,train,False
3934,train,True
3935,test,False
3936,train,True
3937,train,False
3938,train,False
3939,train,False
3940,train,False
3941,train,False
3942,train,False
3943,train,False
3944,train,False
3945,test,False
3946,test,False
3947,train,True
3948,train,False
3949,train,False
3950,train,False
3951,train,False
3952,train,True
3953,train,True
3954,test,True
3955,train,True
3956,train,False
3957,test,False
3958,train,False
3959,train,False
3960,train,False
3961,test,False
3962,train,False
3963,train,False
3964,train,True
3965,train,False
3966,train,False
3967,test,False
3968,train,False
3969,train,False
3970,train,True
3971,train,False
3972,train,False
3973,train,False
3974,test,False
3975,train,False
3976,train,True
3977,test,False
3978,train,True
3979,train,False
3980,train,False
3981,train,False
3982,train,False
3983,test,False
3984,train,False
3985,train,True
3986,train,True
3987,train,False
3988,train,False
3989,test,False
3990,test,False
3991,train,False
3992,test,False
3993,train,False
3994,train,False
3995,train,False
3996,train,False
3997,train,False
3998,train,True
3999,train,False
4000,train,False
4001,train,False
4002,train,False
4003,train,False
4004,train,False
4005,train,False
4006,train,False
4007,train,False
4008,train,False
4009,train,True
4010,train,False
4011,train,False
4012,train,True
4013,train,False
4014,train,False
4015,train,False
4016,train,False
4017,train,False
4018,test,False
4019,train,True
4020,test,True
4021,train,False
4022,train,False
4023,train,False
4024,train,False
4025,train,True
4026,test,True
4027,train,False
4028,train,True
4029,train,False
4030,train,False
4031,test,True
4032,train,False
4033,train,False
4034,train,False
4035,train,False
4036,train,False
4037,train,False
4038,train,True
4039,train,False
4040,test,False
4041,train,False
4042,test,True
4043,train,False
4044,train,False
4045,train,False
4046,train,False
4047,train,False
4048,train,False
4049,train,False
4050,train,False
4051,train,True
4052,train,False
4053,train,False
4054,train,False
4055,test,True
4056,train,True
4057,train,False
4058,train,False
4059,test,False
4060,train,False
4061,train,False
4062,train,False
4063,train,False
4064,train,False
4065,train,False
4066,test,False
4067,train,False
4068,train,False
4069,train,True
4070,test,False
4071,train,False
4072,train,True
4073,train,True
4074,train,False
4075,train,False
4076,train,False
4077,train,False
4078,train,False
4079,test,False
4080,test,False
4081,train,False
4082,train,True
4083,train,False
4084,train,True
4085,train,True
4086,train,False
4087,train,False
4088,train,True
4089,train,False
4090,train,False
4091,train,True
4092,test,False
4093,train,True
4094,train,False
4095,test,False
4096,train,True
4097,test,False
4098,train,False
4099,train,False
4100,train,False
4101,test,False
4102,train,True
4103,train,False
4104,train,False
4105,train,True
4106,test,False
4107,train,False
4108,train,False
4109,train,False
4110,train,False
4111,train,False
4112,train,False
4113,train,True
4114,train,True
4115,test,False
4116,train,False
4117,test,False
4118,test,False
4119,train,False
4120,test,False
4121,train,False
4122,train,False
4123,train,False
4124,train,False
4125,test,True
4126,train,False
4127,train,True
4128,train,False
4129,train,False
4130,train,False
4131,test,False
4132,train,False
4133,train,False
4134,train,False
4135,train,False
4136,test,True
4137,train,False
4138,train,False
