id,X,T,D,U,P,L,H,A,Y
698,3,1,2,1,1,1,0,1,1
699,3,1,2,2,1,1,1,1,2
700,3,2,2,2,1,2,2,2,2
701,3,0,0,0,0,1,0,0,1
702,3,2,1,2,2,1,2,1,1
703,3,0,1,1,0,1,1,0,1
704,3,2,2,1,1,2,2,1,2
705,3,0,2,1,0,1,0,1,1
706,3,0,1,0,1,1,1,0,1
707,3,1,2,2,1,1,1,1,2
708,3,1,1,2,0,1,1,1,2
709,3,1,1,2,1,1,1,1,1
710,3,2,2,1,2,2,2,2,2
711,3,1,1,1,1,2,1,1,1
712,3,1,2,2,1,0,1,2,2
713,3,1,2,0,1,1,1,0,1
714,3,1,1,1,1,1,1,1,1
715,3,2,2,2,2,2,2,2,2
716,3,2,2,2,2,2,2,2,2
717,3,0,1,0,0,0,0,0,1
718,3,1,2,2,1,2,0,1,1
719,3,0,1,2,0,0,0,0,1
720,3,1,2,2,1,0,1,1,2
721,3,1,1,2,1,1,1,2,1
722,3,1,2,2,1,2,1,1,2
723,3,1,2,2,1,1,1,1,2
724,3,0,1,0,0,0,0,0,0
725,3,2,2,2,2,2,2,1,2
726,3,0,1,1,0,0,0,0,1
727,3,0,1,1,0,0,0,0,1
728,3,0,0,0,0,0,0,1,1
729,3,1,2,1,0,0,1,1,2
730,3,2,2,1,2,1,2,1,2
731,3,1,1,1,1,1,1,1,1
732,3,0,1,1,1,1,0,1,1
733,3,2,2,2,2,1,2,2,2
734,3,1,1,1,1,1,1,1,1
735,3,1,2,2,1,1,2,2,2
736,3,0,1,2,0,0,0,0,1
737,3,0,1,1,0,0,0,1,1
738,3,0,1,0,0,0,0,1,1
739,3,1,1,1,1,1,1,1,1
740,3,0,0,1,0,1,0,1,1
741,3,1,2,1,1,1,1,1,2
742,3,1,1,1,1,1,1,0,1
743,3,1,1,1,1,1,1,0,1
744,3,1,0,1,1,1,1,0,1
745,3,0,1,1,0,0,0,0,1
746,3,0,0,0,0,0,0,0,0
747,3,2,2,2,1,1,2,1,2
748,3,2,2,2,2,1,2,2,2
749,3,0,1,1,0,0,0,0,1
750,3,1,2,2,1,0,1,2,1
751,3,1,2,1,1,1,1,2,1
752,3,2,2,2,2,2,2,1,2
753,3,1,2,1,1,1,1,0,1
754,3,1,1,1,1,1,0,0,1
755,3,0,1,1,1,0,0,1,1
756,3,0,1,1,0,0,0,0,1
757,3,1,1,1,1,1,0,0,1
758,3,1,2,1,1,1,1,0,2
759,3,0,1,2,0,0,0,1,1
760,3,1,1,1,1,1,1,1,1
761,3,0,1,1,0,0,0,1,0
762,3,2,2,1,2,2,2,2,2
763,3,2,2,2,2,2,1,1,2
764,3,2,2,2,2,2,2,1,2
765,3,0,1,1,0,0,0,1,1
766,3,1,1,2,1,0,1,0,1
767,3,2,2,2,2,2,1,2,2
768,3,1,1,2,1,1,1,0,1
769,3,0,1,0,0,0,0,0,0
770,3,1,2,1,1,0,1,1,1
771,3,1,2,1,1,1,1,0,2
772,3,1,2,1,0,0,0,0,1
773,3,0,0,1,0,1,0,1,1
774,3,1,1,1,1,1,1,1,1
775,3,2,2,2,1,2,2,2,2
776,3,1,2,1,0,1,1,0,2
777,3,1,2,2,0,1,1,1,2
778,3,0,1,1,0,1,1,1,1
779,3,0,1,2,0,0,1,1,1
780,3,1,2,2,1,0,1,0,1
781,3,1,2,1,1,1,1,1,2
782,3,2,2,1,1,1,1,1,2
783,3,1,2,1,1,1,1,1,2
784,3,1,1,2,1,1,1,0,2
785,3,2,2,2,2,2,2,1,2
786,3,1,1,1,1,1,2,2,1
787,3,2,2,2,2,2,2,2,2
788,3,2,2,2,2,2,2,2,2
789,3,0,1,2,0,0,0,1,1
790,3,1,2,1,2,1,1,1,2
791,3,2,2,2,2,1,2,2,2
792,3,0,2,1,0,0,0,0,1
793,3,0,0,0,0,1,0,0,1
794,3,1,1,1,1,1,0,1,1
795,3,1,1,2,0,0,1,1,1
796,3,2,2,2,2,2,2,2,2
797,3,1,1,2,1,0,1,1,1
798,3,2,2,2,2,2,2,1,2
799,3,1,2,1,1,1,1,2,1
800,3,1,2,2,1,0,0,1,1
801,3,2,2,2,1,2,2,2,2
802,3,1,2,1,1,2,1,0,1
803,3,1,1,1,0,0,0,2,2
804,3,1,2,1,1,1,0,2,1
805,3,0,1,1,0,0,0,0,1
806,3,1,2,2,1,0,0,1,2
807,3,0,1,1,0,1,0,1,1
808,3,1,1,1,1,2,0,1,1
809,3,0,1,1,0,0,0,1,1
810,3,0,1,0,0,0,0,0,1
811,3,1,2,1,1,1,1,1,1
812,3,1,1,1,0,1,1,0,1
813,3,1,2,1,1,2,1,1,2
814,3,1,2,2,1,1,1,1,2
815,3,1,1,1,0,2,1,1,2
816,3,2,2,2,2,2,2,2,2
817,3,0,1,1,0,0,0,1,1
818,3,2,2,1,2,1,1,2,2
819,3,0,0,0,0,0,0,0,0
820,3,0,2,1,0,0,0,0,1
821,3,2,2,2,1,1,2,2,2
822,3,0,0,1,0,0,0,1,1
823,3,1,2,1,2,1,1,0,2
824,3,1,1,1,1,1,1,2,1
825,3,1,1,1,2,1,0,0,1
826,3,1,1,2,1,1,1,1,1
827,3,2,2,2,2,1,1,1,2
828,3,1,2,1,1,1,1,2,2
829,3,1,1,1,1,1,1,1,1
830,3,2,1,2,2,2,2,2,2
831,3,1,2,0,1,1,1,0,1
832,3,1,2,1,1,1,1,0,2
833,3,1,1,2,1,1,1,1,1
834,3,2,2,2,1,1,1,1,2
835,3,1,1,2,0,1,0,0,1
836,3,2,2,2,2,2,2,1,2
837,3,1,1,1,2,1,1,1,2
838,3,2,2,1,2,1,2,2,2
839,3,1,2,1,1,1,1,1,2
840,3,0,2,1,0,1,0,0,1
841,3,1,2,1,2,0,1,2,2
842,3,2,2,2,2,1,2,1,2
843,3,0,1,1,1,0,1,0,1
844,3,2,2,1,2,2,2,1,2
845,3,2,2,1,1,2,2,1,2
846,3,1,1,1,0,1,1,1,2
847,3,2,2,2,2,1,2,2,2
848,3,1,2,2,1,1,1,1,2
849,3,1,1,2,0,1,1,1,1
850,3,1,1,0,1,1,1,1,1
851,3,0,1,0,0,0,0,0,1
852,3,1,2,2,1,1,1,2,1
853,3,1,1,2,1,0,1,1,1
854,3,0,0,1,0,0,1,0,0
855,3,2,2,2,2,2,2,2,2
856,3,1,1,1,1,1,0,2,2
857,3,1,2,1,2,1,1,1,1
858,3,2,2,2,2,2,2,1,2
859,3,1,2,1,1,1,1,1,2
860,3,1,1,1,1,0,0,2,1
861,3,2,2,2,2,2,2,1,2
862,3,1,2,1,0,1,1,1,1
863,3,2,1,1,2,2,1,2,2
864,3,1,1,0,1,1,1,1,1
865,3,1,2,2,1,1,1,1,2
866,3,1,1,2,1,1,2,1,2
867,3,1,1,1,1,1,1,1,2
868,3,2,2,1,2,2,1,2,2
869,3,1,2,1,1,1,1,1,2
870,3,0,0,1,1,0,0,0,1
871,3,0,1,1,0,0,0,0,1
872,3,2,2,2,2,2,2,2,2
873,3,2,2,2,2,2,2,1,2
874,3,2,1,2,2,2,2,1,2
875,3,0,1,0,0,0,0,1,0
876,3,1,2,1,1,1,1,2,2
877,3,2,2,2,2,2,2,1,2
878,3,2,2,2,2,1,1,1,2
879,3,2,2,2,2,2,1,1,2
880,3,0,1,1,0,0,0,0,1
881,3,2,2,1,2,2,2,2,2
882,3,1,1,2,1,1,1,1,1
883,3,2,2,2,2,1,2,1,2
884,3,1,2,1,1,1,1,0,1
885,3,1,2,2,0,1,0,1,1
886,3,0,0,1,0,0,0,1,1
887,3,1,1,2,1,1,0,0,1
888,3,0,1,1,1,0,0,0,1
889,3,2,2,2,2,1,2,1,2
890,3,1,1,2,0,2,1,2,1
891,3,1,2,1,1,0,1,1,1
892,3,0,1,2,0,0,0,1,1
893,3,1,1,2,2,1,0,0,2
894,3,1,2,2,1,2,1,1,2
895,3,2,2,2,2,2,2,2,1
896,3,2,2,2,2,1,2,1,2
897,3,1,1,2,1,2,1,1,1
898,3,1,1,1,1,1,0,1,1
899,3,0,0,1,0,0,1,0,0
900,3,1,2,1,1,1,1,0,2
901,3,1,1,2,0,0,0,2,2
902,3,0,1,1,0,0,1,0,1
903,3,1,2,2,1,1,1,2,2
904,3,1,2,1,1,1,1,1,1
905,3,2,2,1,1,2,2,1,1
906,3,0,1,1,0,0,0,0,1
907,3,0,1,1,0,0,0,0,1
908,3,0,0,0,0,0,0,0,0
909,3,1,2,2,1,1,1,1,2
910,3,1,2,1,0,0,0,0,1
911,3,1,1,1,1,1,1,1,1
912,3,1,1,2,1,0,0,1,1
913,3,1,1,1,1,1,1,1,1
914,3,1,2,1,1,1,1,1,2
915,3,1,1,1,1,1,1,1,1
916,3,0,1,2,0,1,0,0,1
917,3,1,1,1,1,0,1,0,1
918,3,1,1,2,1,0,1,1,2
919,3,1,1,1,1,1,1,1,1
920,3,1,2,1,1,1,1,1,1
921,3,0,1,1,0,0,0,0,0
922,3,2,1,2,1,2,2,2,2
923,3,1,2,2,1,1,0,2,2
924,3,1,1,2,0,1,1,1,1
925,3,2,2,2,2,2,2,1,2
926,3,0,0,1,0,0,0,1,1
927,3,0,1,0,0,0,0,0,1
928,3,1,2,2,1,1,0,0,1
929,3,0,0,1,0,0,0,0,1
930,3,0,1,0,0,0,0,0,0
931,3,2,2,2,2,1,2,2,2
932,3,0,1,1,0,0,0,0,1
933,3,2,2,2,2,2,2,2,2
934,3,2,2,2,2,1,2,2,2
935,3,1,2,2,1,1,2,1,2
936,3,1,1,2,1,1,0,2,1
937,3,0,0,2,0,0,0,0,1
938,3,2,1,1,2,2,1,2,1
939,3,2,2,2,2,2,2,1,2
940,3,1,1,1,1,1,1,1,2
941,3,0,1,2,0,0,0,0,1
942,3,2,2,2,2,2,2,1,2
943,3,2,2,1,1,1,2,2,1
944,3,0,1,1,0,0,0,0,1
945,3,2,2,2,2,2,2,1,2
946,3,2,2,1,2,2,2,2,2
947,3,0,0,1,0,0,0,1,0
948,3,0,1,0,0,1,0,0,0
949,3,0,1,0,0,0,0,0,1
950,3,1,1,2,1,0,1,2,1
951,3,1,1,2,1,1,1,0,1
952,3,0,0,1,0,0,0,1,1
953,3,1,2,1,2,1,1,2,2
954,3,1,1,1,1,1,0,1,1
955,3,1,1,1,1,1,1,2,1
956,3,2,2,2,2,2,1,2,2
957,3,0,1,1,0,0,0,0,1
958,3,2,2,2,2,2,2,0,2
959,3,0,1,0,0,0,0,0,1
960,3,0,1,1,0,1,0,0,1
961,3,2,2,2,2,2,1,1,2
962,3,1,2,1,1,0,1,0,2
963,3,1,1,2,1,1,0,1,1
964,3,2,2,2,2,2,1,1,2
965,3,2,2,1,2,1,2,2,2
966,3,2,1,1,2,1,2,1,2
967,3,1,2,1,0,0,0,1,1
968,3,1,1,1,1,1,1,1,1
969,3,1,1,1,1,0,1,1,1
970,3,1,1,2,1,1,2,0,2
971,3,0,0,0,0,0,0,1,0
972,3,1,2,2,1,1,1,1,2
973,3,2,2,2,2,2,2,2,2
974,3,2,1,2,2,2,1,2,2
975,3,1,1,2,1,1,0,0,2
976,3,1,2,1,1,0,1,1,2
977,3,1,1,1,1,0,0,1,1
978,3,1,1,1,0,1,1,1,1
979,3,2,1,2,2,2,2,1,1
980,3,1,2,1,0,0,0,1,2
981,3,0,1,1,0,0,1,1,1
982,3,1,2,1,1,0,1,1,1
983,3,2,1,2,2,2,1,2,2
984,3,2,2,1,2,2,2,1,2
985,3,1,1,0,1,1,1,1,1
986,3,2,2,1,2,2,1,2,2
987,3,2,2,2,2,1,1,1,2
988,3,1,1,2,1,1,0,1,1
989,3,2,2,2,2,1,2,1,2
990,3,0,1,1,0,0,1,0,1
991,3,2,2,2,2,2,2,1,2
992,3,2,1,1,1,1,2,2,2
993,3,1,2,2,1,1,1,1,1
994,3,2,2,2,2,2,2,2,2
995,3,1,1,1,1,1,1,0,1
996,3,2,2,2,2,2,1,2,2
997,3,1,1,2,1,1,1,1,2
998,3,1,1,2,1,1,1,0,2
999,3,0,1,1,0,0,0,0,1
1000,3,2,1,2,2,2,2,2,2
1001,3,1,1,1,1,1,2,1,1
1002,3,2,1,2,2,2,1,2,2
1003,3,1,2,2,2,1,1,1,1
1004,3,1,1,2,0,1,1,1,2
1005,3,2,2,2,2,2,2,2,2
1006,3,2,2,2,2,1,2,1,2
1007,3,1,2,1,1,1,1,1,2
1008,3,1,2,1,2,1,2,1,2
1009,3,2,2,2,2,1,1,2,2
1010,3,1,2,2,0,2,1,1,1
1011,3,2,2,2,2,2,2,2,2
1012,3,1,2,1,2,1,1,0,1
1013,3,0,1,1,0,0,0,0,1
1014,3,0,1,1,0,1,0,1,0
1015,3,2,2,2,1,1,2,2,2
1016,3,1,1,1,0,1,0,1,1
1017,3,1,1,1,1,0,1,0,1
1018,3,1,1,1,1,2,1,1,1
1019,3,0,1,1,0,0,0,0,2
1020,3,1,2,1,2,1,0,1,2
1021,3,1,1,2,1,1,0,1,1
1022,3,2,2,2,1,1,2,2,2
1023,3,1,1,2,1,0,1,0,2
1024,3,2,2,2,2,1,2,1,2
1025,3,1,2,1,1,0,1,2,1
1026,3,2,2,2,2,1,1,2,2
1027,3,1,1,1,1,1,1,1,1
1028,3,1,2,1,1,1,2,0,1
1029,3,2,2,1,2,2,2,1,2
1030,3,0,0,1,0,0,0,0,1
1031,3,2,2,2,2,2,2,2,2
1032,3,0,1,0,0,1,0,0,1
1033,3,0,1,1,0,0,0,0,1
1034,3,1,1,1,1,2,0,1,1
1035,3,1,1,0,1,1,1,0,1
1036,3,1,2,2,1,1,1,0,2
1037,3,1,1,1,1,2,1,0,1
1038,3,1,2,1,1,1,1,1,2
1039,3,1,1,2,1,1,1,1,1
1040,3,0,0,0,0,0,0,0,0
1041,3,2,2,2,2,2,1,1,2
1042,3,0,1,1,1,0,0,0,1
1043,3,1,1,1,1,0,1,0,1
1044,3,2,2,2,2,2,2,2,2
1045,3,1,1,2,1,0,0,1,2
1046,3,1,2,2,0,1,1,1,2
1047,3,1,2,2,1,1,1,1,2
1048,3,1,1,1,1,1,0,1,1
1049,3,1,1,1,1,1,1,1,1
1050,3,0,2,2,0,0,0,0,1
1051,3,1,1,1,0,1,2,1,1
1052,3,1,2,2,2,1,1,0,2
1053,3,1,2,2,1,1,1,0,2
1054,3,2,1,1,1,2,1,2,2
1055,3,1,2,1,1,1,1,1,1
1056,3,0,0,1,0,0,1,1,1
1057,3,1,1,2,1,1,1,1,1
1058,3,2,1,2,2,2,2,1,2
1059,3,1,1,2,1,1,1,2,1
1060,3,1,2,1,1,0,1,0,1
1061,3,2,1,2,2,1,2,2,2
1062,3,1,2,2,2,1,0,0,2
1063,3,1,1,2,1,1,1,1,1
1064,3,2,2,2,2,1,2,2,2
1065,3,2,2,2,2,2,1,2,2
1066,3,0,0,2,0,0,1,0,1
1067,3,1,1,2,1,1,1,1,2
1068,3,1,2,2,1,2,1,2,2
1069,3,0,1,1,0,0,0,0,1
1070,3,0,2,1,0,0,1,0,1
1071,3,2,2,2,2,2,2,1,2
1072,3,1,1,2,1,2,0,1,1
1073,3,2,1,2,1,2,2,2,2
1074,3,0,0,0,0,0,0,0,1
1075,3,0,1,1,0,0,1,1,1
1076,3,2,2,1,2,2,2,1,2
1077,3,1,2,1,1,1,2,0,1
1078,3,0,1,1,0,0,0,1,1
1079,3,1,1,1,1,0,1,1,1
1080,3,1,1,2,1,0,1,1,2
1081,3,1,2,2,1,1,1,1,1
1082,3,2,2,1,2,1,2,2,2
1083,3,1,1,1,1,1,1,0,1
1084,3,1,2,1,1,1,0,1,2
1085,3,1,2,0,1,0,1,1,1
1086,3,0,1,1,0,0,0,0,1
1087,3,2,2,2,2,2,1,1,2
1088,3,1,2,0,1,1,0,1,1
1089,3,1,2,1,0,1,1,1,1
1090,3,1,2,2,1,1,1,1,2
1091,3,1,2,1,1,1,1,1,2
1092,3,1,2,2,1,0,1,0,1
1093,3,2,2,2,2,2,2,1,2
1094,3,1,1,1,1,0,1,2,1
1095,3,1,1,2,1,1,0,0,1
1096,3,0,1,0,0,0,0,0,1
1097,3,0,1,0,0,0,0,0,1
1098,3,1,2,1,0,1,0,2,1
1099,3,1,1,2,1,1,1,1,2
1100,3,0,1,2,1,0,0,0,2
1101,3,2,2,2,2,2,2,1,2
1102,3,1,0,2,1,1,1,1,0
1103,3,1,2,1,2,0,1,1,1
1104,3,2,2,2,2,2,2,2,2
1105,3,0,0,1,0,1,0,1,1
1106,3,2,2,2,2,2,2,2,2
1107,3,1,1,1,1,1,1,0,1
1108,3,1,1,1,1,1,1,1,1
1109,3,1,1,1,1,1,1,1,1
1110,3,0,1,1,0,0,0,1,1
1111,3,1,1,2,1,1,1,1,2
1112,3,1,1,2,1,1,1,1,2
1113,3,0,2,2,0,0,1,1,2
1114,3,1,1,2,1,1,0,1,1
1115,3,1,2,0,1,1,1,2,2
1116,3,2,2,1,1,1,2,1,2
1117,3,0,1,1,0,1,0,0,1
1118,3,1,2,2,1,1,0,0,2
1119,3,0,1,1,1,0,0,0,1
1120,3,1,1,1,0,0,1,1,1
1121,3,1,1,1,1,0,1,1,1
1122,3,1,2,1,1,1,1,0,2
1123,3,1,1,1,0,1,1,1,1
1124,3,2,2,2,2,2,1,1,2
1125,3,1,1,1,1,1,1,0,1
1126,3,2,2,2,2,1,2,2,2
1127,3,1,2,2,1,1,1,2,2
1128,3,0,1,1,0,0,0,0,1
1129,3,1,1,1,1,1,1,1,2
1130,3,0,1,1,0,0,0,0,0
1131,3,2,2,1,2,1,2,2,2
1132,3,0,1,2,0,0,0,0,1
1133,3,2,2,1,2,2,2,2,2
1134,3,1,1,1,1,1,1,1,2
1135,3,1,2,2,1,1,1,0,1
1136,3,1,1,1,1,0,1,0,1
1137,3,1,2,1,1,1,1,2,1
1138,3,1,1,1,1,1,1,1,1
1139,3,1,1,1,1,1,1,2,1
1140,3,1,2,2,1,1,1,0,2
1141,3,2,2,2,2,2,1,2,2
1142,3,1,2,2,1,1,1,0,1
1143,3,2,2,2,2,2,2,2,2
1144,3,0,1,0,0,0,0,0,0
1145,3,2,2,2,2,2,2,2,2
1146,3,1,2,2,2,1,0,1,1
1147,3,1,1,2,1,1,1,1,1
1148,3,2,2,2,2,2,2,2,2
1149,3,0,2,1,0,0,0,0,1
1150,3,0,0,1,0,0,0,0,1
1151,3,1,2,1,1,2,1,1,1
1152,3,1,2,1,1,2,1,1,2
1153,3,0,0,1,0,0,0,0,1
1154,3,1,2,1,1,1,0,1,1
1155,3,1,1,2,1,1,1,1,1
1156,3,1,1,1,1,1,1,1,1
1157,3,0,1,1,0,1,0,0,1
1158,3,1,1,2,0,1,1,1,2
1159,3,2,2,2,2,2,2,2,2
1160,3,1,1,2,1,1,1,1,1
1161,3,1,1,1,1,1,1,0,1
1162,3,2,2,2,1,2,2,1,2
1163,3,1,1,0,1,1,0,1,1
1164,3,0,1,1,0,0,1,0,0
1165,3,1,2,2,1,1,1,0,2
1166,3,1,1,2,0,0,0,1,2
1167,3,1,0,2,1,2,1,0,1
1168,3,2,2,2,2,2,2,2,2
1169,3,1,1,1,1,1,1,1,1
1170,3,0,1,1,0,0,0,0,1
1171,3,1,1,2,1,1,1,2,2
1172,3,0,1,1,0,0,0,1,1
1173,3,1,1,2,1,1,1,1,1
1174,3,1,1,1,1,1,1,1,1
1175,3,0,1,0,0,0,0,0,1
1176,3,0,1,1,0,1,0,0,0
1177,3,1,1,2,0,1,1,0,1
1178,3,1,1,2,1,1,1,1,1
1179,3,0,1,0,0,0,0,1,1
1180,3,1,2,2,1,1,1,0,1
1181,3,2,1,2,2,1,2,1,1
1182,3,0,2,1,0,0,0,0,1
1183,3,2,2,2,2,2,1,1,1
1184,3,1,2,2,1,1,1,1,2
1185,3,1,1,1,1,1,0,1,1
1186,3,2,2,2,2,2,2,2,2
1187,3,2,2,2,2,2,1,2,2
1188,3,2,2,2,1,1,2,2,2
1189,3,2,2,2,2,2,2,2,2
1190,3,0,1,0,0,0,0,0,1
1191,3,0,1,0,0,0,0,0,0
1192,3,1,1,2,1,1,1,1,1
1193,3,2,2,2,2,2,2,1,2
1194,3,0,0,1,0,0,0,1,0
1195,3,1,2,1,1,1,1,1,1
1196,3,1,2,1,1,1,1,1,2
1197,3,1,1,1,1,1,1,1,2
1198,3,0,1,1,0,0,0,0,1
1199,3,1,2,2,1,0,0,0,2
1200,3,1,2,1,0,0,1,1,2
1201,3,0,1,0,0,0,0,0,0
1202,3,1,2,1,1,1,1,2,1
1203,3,0,1,1,0,0,0,0,0
1204,3,1,2,1,0,2,1,1,2
1205,3,1,2,2,0,1,1,1,1
1206,3,1,2,2,1,1,1,1,1
1207,3,1,1,1,1,1,0,1,1
1208,3,1,1,1,1,1,1,1,1
1209,3,0,0,0,0,0,0,0,0
1210,3,2,2,2,2,2,2,1,2
1211,3,2,2,2,2,2,1,2,2
1212,3,2,2,1,2,2,2,2,2
1213,3,1,2,2,0,1,1,1,2
1214,3,1,1,2,1,1,1,1,1
1215,3,2,2,2,2,1,2,1,2
1216,3,1,1,1,1,1,1,1,2
1217,3,1,1,1,0,0,1,1,1
1218,3,2,1,1,2,2,1,2,2
1219,3,1,2,1,1,1,1,1,1
1220,3,2,1,1,1,2,2,1,2
1221,3,1,2,1,1,1,0,0,1
1222,3,1,1,1,1,1,1,0,1
1223,3,0,1,2,0,0,1,0,1
1224,3,0,1,2,0,0,0,0,1
1225,3,1,1,0,1,1,1,1,1
1226,3,1,1,1,1,0,1,0,2
1227,3,2,2,2,1,1,2,2,2
1228,3,1,2,2,1,1,1,1,2
1229,3,1,2,2,1,1,1,2,2
1230,3,0,2,1,0,0,0,0,1
1231,3,1,2,2,1,1,1,0,2
1232,3,0,2,1,0,0,0,0,2
1233,3,1,1,2,1,1,1,1,1
1234,3,0,1,0,0,0,0,0,0
1235,3,1,2,1,1,1,1,1,1
1236,3,1,1,2,1,0,0,1,1
1237,3,2,2,1,2,2,2,2,2
1238,3,2,2,2,2,2,1,2,2
1239,3,1,2,1,1,1,1,1,2
1240,3,0,1,1,1,0,0,0,1
1241,3,1,1,1,1,0,1,1,2
1242,3,1,1,2,0,2,1,0,1
1243,3,1,2,1,1,1,1,1,1
1244,3,2,2,2,1,1,2,1,2
1245,3,2,2,2,1,2,1,1,2
1246,3,1,2,1,1,1,2,1,1
1247,3,1,2,1,1,1,2,1,2
1248,3,1,2,2,1,0,1,1,2
1249,3,2,2,2,1,2,2,2,2
1250,3,0,1,2,0,1,0,0,1
1251,3,2,2,1,2,2,2,1,1
1252,3,1,2,2,1,2,1,1,1
1253,3,0,0,1,0,0,0,0,0
1254,3,2,2,2,2,2,2,2,2
1255,3,1,2,2,0,0,1,1,2
1256,3,1,1,2,1,1,1,1,1
1257,3,1,2,2,1,1,1,0,2
1258,3,1,1,2,1,1,0,1,1
1259,3,1,1,1,1,1,2,0,1
1260,3,0,1,1,0,0,0,0,1
1261,3,0,1,1,0,0,1,0,1
1262,3,0,1,1,0,1,0,1,1
1263,3,1,1,2,1,1,1,2,1
1264,3,2,2,1,2,2,1,1,2
1265,3,0,1,2,1,0,0,1,1
1266,3,1,2,2,0,1,0,1,2
1267,3,2,2,2,2,2,2,2,2
1268,3,1,1,1,1,1,0,0,1
1269,3,0,1,0,0,0,1,0,1
1270,3,0,0,1,1,1,0,0,1
1271,3,0,1,1,0,1,0,0,0
1272,3,0,2,1,0,0,0,0,1
1273,3,0,1,1,0,0,0,0,1
1274,3,0,1,2,0,0,0,0,1
1275,3,1,1,1,1,0,1,0,1
1276,3,2,2,1,1,2,1,1,2
1277,3,1,1,2,1,0,0,1,1
1278,3,1,1,1,1,1,1,1,1
1279,3,2,2,2,2,2,2,2,2
1280,3,2,2,2,2,1,2,1,2
1281,3,0,1,0,0,0,0,1,1
1282,3,0,0,1,0,0,0,0,1
1283,3,2,2,2,2,1,2,1,2
1284,3,1,1,2,1,1,1,1,1
1285,3,2,2,1,2,2,1,2,2
1286,3,0,1,0,0,0,0,0,1
1287,3,2,2,2,2,1,2,2,2
1288,3,1,1,1,1,0,2,0,1
1289,3,0,1,2,0,1,0,0,1
1290,3,2,2,2,2,1,2,2,2
1291,3,0,1,1,0,0,0,0,1
1292,3,0,1,1,0,1,1,0,1
1293,3,2,2,2,2,2,2,1,2
1294,3,1,2,0,1,0,1,1,1
1295,3,0,2,0,0,0,0,0,1
1296,3,0,1,1,0,0,0,0,0
1297,3,1,1,1,1,1,1,0,1
1298,3,0,2,0,0,1,0,0,1
1299,3,1,2,1,1,2,2,0,2
1300,3,1,2,2,1,1,0,1,1
1301,3,2,1,2,2,2,1,1,2
1302,3,1,2,1,0,2,1,0,2
1303,3,1,2,1,1,1,2,1,2
1304,3,1,1,1,1,1,1,1,1
1305,3,2,1,1,2,2,1,2,2
1306,3,1,2,2,1,1,1,0,2
1307,3,2,2,2,2,2,1,1,2
1308,3,1,1,1,1,1,1,2,2
1309,3,1,2,1,1,1,1,1,1
1310,3,1,2,1,1,1,1,2,1
1311,3,1,1,1,1,1,1,1,1
1312,3,2,2,2,2,1,2,1,2
1313,3,1,2,1,1,1,1,1,2
1314,3,1,1,1,1,0,0,1,2
1315,3,1,2,2,1,2,1,1,2
1316,3,0,1,0,0,0,0,0,1
1317,3,1,1,1,1,1,0,0,2
1318,3,0,1,1,0,0,0,0,1
1319,3,2,1,2,2,2,2,2,1
1320,3,1,1,1,1,1,1,1,1
1321,3,2,1,2,1,1,1,1,2
1322,3,0,1,1,0,0,0,0,0
1323,3,1,1,1,1,1,1,2,1
1324,3,1,2,1,0,0,0,1,2
1325,3,1,1,1,1,0,1,1,1
1326,3,2,2,1,2,2,1,1,1
1327,3,0,0,1,0,0,0,0,1
1328,3,2,2,2,2,2,2,2,2
1329,3,1,2,1,1,0,1,1,1
1330,3,1,1,1,1,2,0,1,1
1331,3,1,1,2,1,1,0,0,1
1332,3,1,2,2,1,1,1,0,2
1333,3,0,2,1,0,0,0,1,1
1334,3,1,1,1,1,2,2,1,1
1335,3,2,2,2,2,2,1,1,2
1336,3,0,2,1,0,0,0,0,1
1337,3,1,0,2,1,0,1,1,1
1338,3,0,1,0,1,1,1,1,0
1339,3,1,1,2,1,1,1,1,2
1340,3,2,2,1,2,2,2,2,1
1341,3,0,1,2,0,1,0,0,1
1342,3,2,2,2,2,2,1,2,2
1343,3,1,2,2,1,1,0,1,2
1344,3,1,2,2,1,1,1,1,2
1345,3,0,0,1,0,0,1,0,0
1346,3,1,1,1,2,1,1,0,2
1347,3,1,1,1,0,1,1,1,1
1348,3,1,2,1,1,1,1,1,1
1349,3,1,1,1,1,1,0,1,1
1350,3,2,2,1,1,0,1,2,2
1351,3,2,2,1,2,2,2,1,2
1352,3,1,2,1,1,1,2,1,1
1353,3,0,0,1,0,0,0,0,1
1354,3,2,1,2,2,2,2,1,2
1355,3,1,0,2,1,1,1,1,2
1356,3,1,1,1,1,1,1,0,2
1357,3,1,0,1,1,1,1,1,1
1358,3,2,1,2,2,2,2,2,2
1359,3,1,1,2,0,2,0,1,1
1360,3,0,2,0,0,0,1,1,2
1361,3,1,1,2,1,0,2,1,2
1362,3,1,1,1,1,1,1,1,1
1363,3,1,0,1,2,2,1,0,1
1364,3,0,0,1,0,0,0,0,1
1365,3,2,2,2,1,1,2,1,2
1366,3,1,1,1,1,1,1,0,1
1367,3,1,2,1,1,1,1,1,1
1368,3,0,1,2,0,0,0,0,1
1369,3,1,1,1,1,1,0,1,1
1370,3,1,1,1,0,1,1,1,2
1371,3,1,1,2,1,1,1,1,2
1372,3,1,1,1,1,1,1,1,1
1373,3,1,1,2,1,1,1,0,2
1374,3,1,1,2,1,1,1,0,2
1375,3,2,2,2,2,2,2,2,2
1376,3,2,2,2,2,2,2,2,2
1377,3,2,1,2,2,2,2,2,2
